BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,timestamp
QUEENS,11423.0,40.710213,-73.77152,"(40.710213, -73.77152)",,,187-30    JAMAICA AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4485418,Station Wagon/Sport Utility Vehicle,Sedan,,,,1639227600
BRONX,10459.0,40.822086,-73.89035,"(40.822086, -73.89035)",,,951       HOE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4443490,Sedan,Sedan,,,,1628020800
BRONX,10457.0,40.852516,-73.90001,"(40.852516, -73.90001)",VALENTINE AVENUE                ,EAST 180 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4306106,Station Wagon/Sport Utility Vehicle,Sedan,,,,1583355600
QUEENS,11103.0,40.756683,-73.91536,"(40.756683, -73.91536)",,,32-62     45 STREET                     ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4389593,Taxi,Sedan,Sedan,,,1612124700
QUEENS,11379.0,40.712757,-73.879105,"(40.712757, -73.879105)",,,73-13     METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4480139,Sedan,Sedan,,,,1637628360
QUEENS,11355.0,40.740707,-73.813095,"(40.740707, -73.813095)",155 STREET                      ,59 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4342676,Station Wagon/Sport Utility Vehicle,Sedan,,,,1598451060
BROOKLYN,11221.0,40.68862,-73.92975,"(40.68862, -73.92975)",,,895       GATES AVENUE                  ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4323736,Bike,,,,,1591733400
QUEENS,11434.0,40.687622,-73.77881,"(40.687622, -73.77881)",116 AVENUE,169 STREET,,1,0,0,0,0,0,1,0,Obstruction/Debris,Unspecified,,,,4427420,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,1623628800
BROOKLYN,11213.0,40.664726,-73.93844,"(40.664726, -73.93844)",,,795       MONTGOMERY STREET             ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4385668,Station Wagon/Sport Utility Vehicle,,,,,1611226800
QUEENS,11369.0,40.763683,-73.87927,"(40.763683, -73.87927)",90 STREET                       ,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4299623,Sedan,Sedan,,,,1584016020
BROOKLYN,11230.0,40.615204,-73.96337,"(40.615204, -73.96337)",AVENUE N                        ,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4286002,Bus,Sedan,,,,1581080220
BROOKLYN,11236.0,40.645813,-73.918304,"(40.645813, -73.918304)",DITMAS AVENUE                   ,DORSET STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4329848,Station Wagon/Sport Utility Vehicle,,,,,1594648800
MANHATTAN,10033.0,40.8507741,-73.9354247,"(40.8507741, -73.9354247)",WEST 182 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4468861,Station Wagon/Sport Utility Vehicle,Bus,,,,1634221800
BROOKLYN,11226.0,40.64787,-73.95574,"(40.64787, -73.95574)",BEDFORD AVENUE                  ,ALBEMARLE ROAD,,0,0,0,0,0,0,0,0,Drugs (illegal),Unspecified,,,,4312687,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,1588989960
STATEN ISLAND,10309.0,40.528,-74.23547,"(40.528, -74.23547)",,,3010      VETERANS ROAD WEST,0,0,0,0,0,0,0,0,Unspecified,,,,,4449335,Station Wagon/Sport Utility Vehicle,,,,,1629565200
QUEENS,11103.0,40.758972,-73.91901,"(40.758972, -73.91901)",STEINWAY STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4323402,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,1593178200
BROOKLYN,11207.0,40.672844,-73.88943,"(40.672844, -73.88943)",PITKIN AVENUE                   ,HENDRIX STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4369743,Sedan,Sedan,Sedan,,,1605933900
QUEENS,11374.0,40.726185,-73.87022,"(40.726185, -73.87022)",WOODHAVEN BOULEVARD             ,62 ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4399457,Sedan,,,,,1615910400
BRONX,10456.0,40.837517,-73.91479,"(40.837517, -73.91479)",GRAND CONCOURSE                 ,MARCY PLACE,,1,0,0,0,1,0,0,0,Unspecified,,,,,4367123,Sedan,Bike,,,,1605203940
QUEENS,11368.0,40.74428,-73.861786,"(40.74428, -73.861786)",CORONA AVENUE,102 STREET,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4486289,Station Wagon/Sport Utility Vehicle,E-Bike,,,,1639380600
QUEENS,11105.0,40.775234,-73.89514,"(40.775234, -73.89514)",47 STREET                       ,19 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4270249,Sedan,Station Wagon/Sport Utility Vehicle,,,,1578470400
QUEENS,11694.0,40.581543,-73.82386,"(40.581543, -73.82386)",,,103-00    SHORE FRONT PARKWAY           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Unspecified,,,4354531,Sedan,Station Wagon/Sport Utility Vehicle,,,,1601712000
BROOKLYN,11235.0,40.5775,-73.94727,"(40.5775, -73.94727)",ORIENTAL BOULEVARD              ,OCEAN AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4353399,Sedan,Sedan,,,,1601486520
BROOKLYN,11228.0,40.618584,-74.009224,"(40.618584, -74.009224)",78 STREET                       ,13 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4309950,Pick-up Truck,,,,,1587549600
QUEENS,11412.0,40.698566,-73.769585,"(40.698566, -73.769585)",ILION AVENUE,WOOD STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,4481994,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,1638187200
MANHATTAN,10018.0,40.75108,-73.98686,"(40.75108, -73.98686)",WEST 36 STREET                  ,AVENUE OF THE AMERICAS,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4385077,Sedan,Sedan,,,,1610668440
QUEENS,11435.0,40.712486,-73.81744,"(40.712486, -73.81744)",MAIN STREET                     ,84 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4325557,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,1593948300
MANHATTAN,10033.0,40.848682,-73.939224,"(40.848682, -73.939224)",FORT WASHINGTON AVENUE          ,WEST 178 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4364497,Bus,,,,,1604516400
QUEENS,11368.0,40.75584,-73.86157,"(40.75584, -73.86157)",,,34-30     107 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,4395443,Sedan,,,,,1613809800
QUEENS,11417.0,40.676777,-73.8589,"(40.676777, -73.8589)",PITKIN AVENUE                   ,78 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4279501,Sedan,Station Wagon/Sport Utility Vehicle,,,,1579956120
BROOKLYN,11236.0,40.62821,-73.90489,"(40.62821, -73.90489)",PAERDEGAT 11 STREET,PAERDEGAT AVENUE NORTH,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4431559,Station Wagon/Sport Utility Vehicle,Sedan,,,,1624771800
